brand,model_slug,text,rating
HERO ELECTRIC,photon,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,
HERO ELECTRIC,photon,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.,
HERO ELECTRIC,photon,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍,
HERO ELECTRIC,photon,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",
HERO ELECTRIC,photon,"I have been riding the scrambler 400x for a while now, and overall, it's been a rewarding experience. The bike has a strong person in its retro modern design, and it definitely turns heads. They build quality field premium, which is something you should expect from Triumph, and the finish of the tank and the body is top notch. Performance wise, the 398CC Single cylinder engine packs decent punch. It's smooth and refined and has enough grunt for both city and light off-road. Suspension and tires are made for light off-road ride. But yeah, Indian roads are actually light off-road, so it's the best. Only complaint I have noticed is. Cons. 1. A noticeable engine shim noise issue that has nothing to do with the bike but still irritates while riding. Also spoken with the brand they said it's normal. But not something that we can expect from a brand like Triumph. 2. Indicators and Tail Tidy feels very low quality. Indicators got water intake while raining or washing, within days of purchase. Also indicators faded within months. Even a small hit or the pillion foot is enough for the indicators to break. Excluding these cons, one of the best budget premium scrambler ever in the segment.",
HERO ELECTRIC,photon,this is the superb bike in this price and we can use in daily rutiene and this bike also for long rout as milage is very very good we can trust so i prefer to whose people they want daily routine work like field job and porter and all the daily works they can trust on this bike because we want milage.,
HERO ELECTRIC,photon,It is a good bike because of his appearance and speed and his shoot off and offf reading which it is one of the best bike i had ever seen. It's texture dezing lining etc are very good 👍 👌. Thanks I will honour of your to launch this bike in India thanks to your team and member who made this goges bike 🏍 . I will appreciate for your hard work 🙏 ❤️ 💪.,
HERO ELECTRIC,photon,Tvs raider is a Best bike under this price range and it is excellent than other companies bikes in this range or more than this range. Milage of this bike is better and engine is also 👌 good .looks of this bike is glamorous give the personality of these bikes . Many people in my neighbors Already has this bikes . I recommend all the people to but this bike.a good bike tvs raider👍,
HERO ELECTRIC,photon,"Bought this bike 6 months ago and done almost 9000km and the bike is running smooth did a little little bit of modification to exhaust now it sounds better than the re650’s. Good performance, very comfortable mileage is not good but enough for a 650cc motorcycle, if anyone is looking for re 650 i would recommend do take a test ride of goldstar you will not regret",
OLA ELECTRIC,s1-air,"The Ola S1 Air is an affordable electric scooter in Ola Electric’s range, aimed at providing budget-friendly electric mobility with decent performance and features. Here's a.....",5
OLA ELECTRIC,s1-air,"It's a super bike And it is best choice for middle class people's, So they can buy this bike for get better income and manage their money in other works And it had low cost.....",4.8
OLA ELECTRIC,s1-air,It's a best vehicle in this range with good mileage and speed.Its running good in the market with good customer services they take care of their customers in very good way.And Ola.....,5
OLA ELECTRIC,s1-air,I have purchased ola s1 air last month and now I am very satisfied...... performance and features are very good...It gives 100 km per charge in eco...The feature I like most is.....,4.5
OLA ELECTRIC,s1-air,"Best scooter in this price range. Good experience electric scooter and good looking scooter Then I carefully examined between Ola S1X+ and S1 Air, as both had similar specs, but.....",5
OLA ELECTRIC,s1-air,"Ola S1 Air is a great choice every usage. The company claims that the ola can get mileage of 150km for each full charge,but i get approximately 100km but i think its really great.....",4.3
OLA ELECTRIC,s1-air,"I have been using Ola s1 air for about 1 year, it's one of the best for inner city travell, it has various modes and simple to understand all options, it has built in GPS app.....",4.7
OLA ELECTRIC,s1-air,It's good has high battery capacity it works really good with daily users 151km per hour is its limit .The model is really high quality and won't be damaged by potholes. As it is.....,5
